,Rm-Rf,SMB,HML,RMW,CMA,Rf,Mom,ST_Rev,Rp_ew_cc,Rp_ew_fi,Rp_vw_cc,Rp_vw_fi
26/10/2005,-0.46,-0.17,0.1,-0.21,0.06,0.013,-0.4,-0.22,0.004740588,0.006320784,0.004541447,0.006166733
27/10/2005,-1.24,-0.99,0.27,-0.12,0.31,0.013,-0.59,-0.54,0.000286144,0.00033664,0.000407637,0.000486036
28/10/2005,1.55,-0.03,0.23,0.52,0.07,0.013,0.53,0.52,-0.001330742,-0.001565579,-0.001195158,-0.001424906
31/10/2005,0.96,0.81,-0.05,-0.24,-0.06,0.013,0.32,0.25,0.002028422,0.002386379,0.001912289,0.002280418
01/11/2005,-0.27,-0.14,0.31,-0.03,-0.34,0.015,0.25,-0.02,0.000188264,0.00023533,-0.000144485,-0.000184272
02/11/2005,1.15,0.87,-0.01,0.02,-0.07,0.015,0.55,0.24,0.0012295,0.001446471,0.001067626,0.001271654
03/11/2005,0.43,-0.11,-0.29,-0.08,-0.28,0.015,0.65,0.89,-0.001976464,-0.002325252,-0.001880186,-0.002239041
04/11/2005,0.01,-0.02,-0.41,-0.13,0.06,0.015,-0.96,0.31,3.30E-05,4.13E-05,6.45E-05,8.20E-05
07/11/2005,0.25,0.25,-0.36,-0.09,0.02,0.015,-0.55,-0.47,0.002142067,0.002677583,0.002040539,0.00259448
08/11/2005,-0.37,-0.34,0.08,0,-0.02,0.015,0.29,0.41,-0.004495646,-0.005994195,-0.004351494,-0.005915302
09/11/2005,0.15,0.24,-0.04,-0.01,0.06,0.015,-0.28,-0.31,0.002139816,0.002853088,0.00190692,0.002596292
10/11/2005,0.8,-0.15,-0.76,0.12,-0.3,0.015,-1.05,-1.11,0.000326571,0.000435428,0.000244048,0.000332046
11/11/2005,0.27,0,-0.17,0.12,-0.21,0.015,0.02,-0.08,0.003057984,0.004077313,0.002987798,0.004064765
14/11/2005,-0.1,-0.31,0.04,-0.05,0.07,0.015,0.18,-0.15,-0.000451268,-0.000564085,-0.00034783,-0.000442196
15/11/2005,-0.49,-0.72,-0.06,-0.2,-0.12,0.015,0.36,0.68,0.001451981,0.001814976,0.001481856,0.001884062
16/11/2005,0.11,-0.37,0.12,0.12,-0.25,0.015,0.88,0,-0.000864847,-0.000960941,-0.000606604,-0.000679563
17/11/2005,1.06,0.68,-0.23,-0.33,0.04,0.015,0.15,-0.29,-0.001888703,-0.002098559,-0.001952732,-0.002187757
18/11/2005,0.43,0.3,-0.13,-0.02,0.13,0.015,-0.65,0.29,0.004517416,0.004755174,0.004577394,0.004832915
21/11/2005,0.6,0.39,-0.25,0.19,-0.27,0.015,0.44,-0.32,0.002031876,0.002138817,0.002132439,0.002250904
22/11/2005,0.48,-0.01,0.02,0.34,-0.02,0.015,0.29,-0.12,-0.001737496,-0.001828944,-0.001715644,-0.00181074
23/11/2005,0.31,-0.29,0.18,-0.04,0.12,0.015,-0.54,0.18,-0.001222543,-0.001286888,-0.001150519,-0.001214407
25/11/2005,0.18,-0.12,-0.05,0.1,0,0.015,0.22,0.03,0.00198344,0.002087832,0.001995805,0.002106767
28/11/2005,-1.01,-0.72,0.13,-0.13,0.15,0.015,-0.87,0.6,-0.002821841,-0.002970358,-0.002751151,-0.002903785
29/11/2005,0.01,0.32,0.25,0.11,0.09,0.015,0.43,0.24,0.000554346,0.000583522,0.000508795,0.000537106
30/11/2005,-0.43,1.1,-0.17,-0.24,0.04,0.015,0.23,-0.08,-0.000269888,-0.000284092,-0.000182221,-0.000192355
01/12/2005,1.27,0.52,0.16,-0.06,0.13,0.015,0.53,-0.36,-0.001416688,-0.001491251,-0.001219779,-0.001287626
02/12/2005,0.05,0.07,-0.15,0.1,-0.01,0.015,0.19,0.21,-0.000765213,-0.000805487,-0.000758076,-0.000800297
05/12/2005,-0.3,-0.19,0.12,0.19,-0.18,0.015,0.46,0.27,0.001453776,0.001615307,0.001513739,0.001694046
06/12/2005,0.12,0.05,0.04,-0.06,-0.17,0.015,-0.07,0.02,-0.000410156,-0.000455728,-0.000268283,-0.000300185
07/12/2005,-0.49,-0.12,0.06,-0.18,0.1,0.015,-0.37,0.13,0.003759465,0.004177184,0.003380778,0.003782916
08/12/2005,-0.03,0.28,0.16,-0.1,0,0.015,0.91,-0.18,-0.003723892,-0.004137658,-0.003691937,-0.004129432
09/12/2005,0.27,0.21,-0.1,-0.24,0.21,0.015,-0.47,0.17,0.000385704,0.00045377,0.00043507,0.000519259
12/12/2005,0.1,0.08,-0.03,0.15,0.06,0.015,0.12,-0.31,0.004234808,0.004982127,0.004309301,0.005142747
13/12/2005,0.44,-0.56,-0.04,0.44,-0.25,0.015,-0.27,0.22,-0.003745338,-0.00440628,-0.00395168,-0.004712049
14/12/2005,0.34,-0.18,0.1,0.54,-0.06,0.015,-0.15,0.09,0.000592799,0.000740999,0.000676304,0.000865415
15/12/2005,-0.23,-0.61,-0.25,-0.21,0.08,0.015,0.04,0.42,-0.00071046,-0.000888075,-0.000818616,-0.001047323
16/12/2005,-0.29,0.03,-0.09,-0.14,0.03,0.015,-0.37,0.13,7.49E-05,9.99E-05,-3.88E-05,-5.30E-05
19/12/2005,-0.73,-0.75,0.24,0.12,-0.1,0.015,-0.45,0.09,1.52E-05,2.02E-05,0.000137374,0.000187752
20/12/2005,-0.02,0.01,0.05,0.1,-0.02,0.015,0.72,0.31,-0.00034184,-0.000455787,-0.000395578,-0.000540619
21/12/2005,0.33,0.7,-0.46,-0.02,-0.07,0.015,0.25,0.1,0.000412432,0.000549909,0.000509787,0.000696804
22/12/2005,0.45,0.1,-0.14,-0.35,0.14,0.015,-0.03,-0.1,-0.002871983,-0.003829311,-0.002715353,-0.0037108
23/12/2005,0.08,0.26,0.01,-0.1,0.11,0.015,-0.24,-0.04,-0.001024489,-0.001365985,-0.000779248,-0.001065984
27/12/2005,-1,-0.42,0.1,-0.18,0.13,0.015,-0.46,-0.03,0.002207535,0.002943381,0.002127777,0.00291156
28/12/2005,0.19,0.38,0.13,0.11,-0.1,0.015,0.37,0.03,0.000881644,0.001175526,0.000937571,0.001281929
29/12/2005,-0.27,0.01,0.24,-0.08,0.07,0.015,-0.14,0.16,-0.000149859,-0.000187324,-0.000120301,-0.000153211
30/12/2005,-0.5,-0.16,0.29,-0.15,0.09,0.015,-0.04,0.02,0.001582481,0.001861743,0.001536238,0.00182514
03/01/2006,1.5,-0.14,0.18,0.22,-0.31,0.017,1.16,0.58,-0.000620888,-0.000730457,-0.00039996,-0.000475039
04/01/2006,0.46,0.3,-0.03,-0.46,0.31,0.017,0.24,0.09,0,0,0,0
05/01/2006,0.03,0.26,-0.32,-0.41,0.17,0.017,-0.57,0.25,0,0,0,0
06/01/2006,0.92,0.08,-0.23,-0.06,0.14,0.017,0.31,-0.09,-4.81E-05,-0.00019228,-4.81E-05,-0.00019228
09/01/2006,0.45,0.52,-0.15,0.05,-0.06,0.017,-0.08,-0.27,0.000986922,0.003289741,0.000978431,0.003261803
10/01/2006,0.05,0.58,-0.02,-0.17,-0.13,0.017,0.46,0.32,-0.001324495,-0.004414983,-0.001321658,-0.004395995
11/01/2006,0.28,-0.28,-0.16,-0.32,0.13,0.017,-0.12,-0.34,0.001002763,0.003342542,0.000999671,0.003335293
12/01/2006,-0.65,0.07,0.02,-0.15,0.06,0.017,-0.01,0.07,-0.0012025,-0.004008332,-0.001183832,-0.00394053
13/01/2006,0.17,0.16,0.09,0.01,-0.03,0.017,0.29,0.09,0.000806212,0.002303464,0.000769217,0.002200124
17/01/2006,-0.4,-0.27,0.39,0.21,-0.27,0.017,0.75,-0.08,0.000233977,0.000668507,0.000228431,0.000652428
18/01/2006,-0.35,0.4,0.3,-0.38,0.23,0.017,-0.34,0.2,-0.000205104,-0.000586012,-0.00019481,-0.000556168
19/01/2006,0.63,0.93,0,-0.12,0.14,0.017,0.47,-0.98,-0.002491769,-0.00711934,-0.002491876,-0.007116679
20/01/2006,-1.8,0.49,0.71,0.2,0.28,0.017,0.1,-0.12,-0.002488649,-0.007110425,-0.00240303,-0.006894907
23/01/2006,0.18,0.27,0.37,0.29,-0.2,0.017,0.34,-0.01,-0.001622414,-0.004056035,-0.001629607,-0.004102866
24/01/2006,0.44,1.01,0.12,-0.11,-0.03,0.017,0.41,0.02,-0.00357655,-0.010218715,-0.003466477,-0.010045043
25/01/2006,-0.22,-0.01,-0.31,-0.11,-0.11,0.017,-0.72,0.51,0.000371308,0.00092827,0.000377676,0.000960258
26/01/2006,0.79,0.87,-0.14,0.12,-0.03,0.017,0.25,-0.25,-0.000660944,-0.001652361,-0.000656389,-0.001667928
27/01/2006,0.67,-0.22,0.03,-0.04,-0.33,0.017,0.26,-0.4,-0.000889133,-0.001975851,-0.000889739,-0.00200553
30/01/2006,0.1,-0.2,0.31,-0.07,-0.02,0.017,0.32,-0.7,-0.000503351,-0.001006701,-0.00055285,-0.001118008
31/01/2006,-0.21,0.59,-0.04,-0.06,-0.33,0.017,0.23,-0.12,-0.00128656,-0.002339199,-0.001359826,-0.002496036
01/02/2006,0.14,0.07,-0.06,-0.41,0.39,0.018,-0.18,0.76,-0.000844604,-0.001535643,-0.00088651,-0.001629092
02/02/2006,-0.88,-0.23,-0.09,0.22,0.02,0.018,-0.3,0.5,0.002351126,0.004274775,0.002364278,0.004347938
03/02/2006,-0.51,0.23,0.07,-0.02,-0.03,0.018,0.26,-0.09,-0.002901589,-0.004835982,-0.002941941,-0.004940962
06/02/2006,0.1,0.37,0.57,0.26,0,0.018,0.55,-0.97,-0.000690372,-0.00115062,-0.000718959,-0.00120991
07/02/2006,-0.92,-0.54,-0.35,-0.3,0.42,0.018,-1.37,1.3,-0.001937398,-0.003228996,-0.001979807,-0.003333385
08/02/2006,0.77,-0.29,-0.32,-0.11,0.39,0.018,-0.42,0.42,0.000882389,0.001470648,0.000851067,0.00143488
09/02/2006,-0.19,-0.2,-0.27,-0.04,0.37,0.018,-0.65,0.18,0.002404297,0.004007162,0.002419268,0.004076456
10/02/2006,0.15,-0.37,-0.09,0.05,0.06,0.018,-0.3,0.35,-0.00122151,-0.00203585,-0.001253821,-0.002109195
13/02/2006,-0.47,-0.46,0.08,0.16,0.16,0.018,-0.41,0.08,-0.001621992,-0.002495373,-0.001670937,-0.002591796
14/02/2006,1.01,0.22,-0.17,-0.11,-0.02,0.018,-0.07,0.05,0.000223516,0.000319309,0.000243408,0.000350253
15/02/2006,0.41,0.33,-0.38,-0.03,-0.06,0.018,0.03,-0.42,0.000100565,0.000134087,9.95E-05,0.000133412
16/02/2006,0.75,0.12,0.01,0.08,0.07,0.018,0.89,0.33,0.000188203,0.000250937,0.000246445,0.000330409
17/02/2006,-0.16,0.02,0.4,-0.03,0.17,0.018,0.3,0.06,-0.000767834,-0.001023779,-0.000820635,-0.001105288
21/02/2006,-0.38,-0.16,0.39,0.39,-0.24,0.018,0.5,0.67,-0.001833067,-0.002444089,-0.001780589,-0.002398904
22/02/2006,0.73,0.02,-0.19,-0.22,-0.15,0.018,-0.12,-0.58,0.00439881,0.005865079,0.004285111,0.005776707
23/02/2006,-0.29,0.17,-0.23,0.02,0.06,0.018,0.04,0.15,0.00262011,0.00349348,0.002642949,0.003557644
24/02/2006,0.19,0.37,0.15,-0.1,-0.01,0.018,0.32,0.11,0.001404348,0.001872465,0.00133174,0.001791007
27/02/2006,0.4,0.12,-0.5,-0.32,0.29,0.018,-0.09,-0.37,-0.000121862,-0.000162483,-0.00013451,-0.000180814
28/02/2006,-1.1,-0.2,0.14,-0.01,0.12,0.018,-0.37,0,0.000582812,0.000777083,0.000645512,0.000867767
01/03/2006,0.9,0.6,-0.25,-0.39,0.37,0.016,0.87,0.18,-0.001502486,-0.002003314,-0.001453603,-0.001953656
02/03/2006,-0.16,-0.03,0.07,0.04,0.03,0.016,0.47,0.44,0.000490711,0.000654281,0.000547273,0.000735909
03/03/2006,-0.15,-0.04,0.14,0.06,0.02,0.016,0.02,-0.17,0.00145686,0.00194248,0.001360612,0.001829246
06/03/2006,-0.75,-0.24,-0.39,-0.08,-0.04,0.016,-0.96,-0.56,-0.007034402,-0.009379203,-0.006553686,-0.008806845
07/03/2006,-0.4,-1.05,-0.01,0.09,-0.21,0.016,-1,-0.15,0.002932484,0.003665605,0.002520591,0.003177426
08/03/2006,0.14,-0.08,0.12,0.04,-0.04,0.016,-0.19,-0.12,0.001526402,0.002035202,0.001593155,0.002150384
09/03/2006,-0.51,0.03,0.22,-0.02,0.14,0.016,-0.25,-0.14,0.002025465,0.002700619,0.002117547,0.0028566
10/03/2006,0.69,0.39,-0.02,0.24,0.06,0.016,-0.09,-0.28,0.002232426,0.002976568,0.002104532,0.002836951
13/03/2006,0.24,0.03,0.1,0.03,-0.1,0.016,0.36,-0.01,0.000847756,0.00121108,0.001006316,0.001458673
14/03/2006,1,0.03,0,0.18,-0.21,0.016,0.73,0.34,-3.95E-05,-5.64E-05,-0.000132284,-0.000191661
15/03/2006,0.48,0.37,0.12,-0.31,0.32,0.016,0.3,-0.11,0.00117756,0.001682229,0.001221578,0.001770006
16/03/2006,0.11,-0.12,0.36,0.23,0.05,0.016,-0.14,-0.22,0.002015204,0.003100313,0.002103214,0.003297498
17/03/2006,0.18,0.06,-0.51,-0.09,0,0.016,0.07,-0.19,0.000322982,0.000496895,7.95E-05,0.000124519
20/03/2006,-0.07,0.11,-0.44,-0.23,-0.13,0.016,-0.3,0.13,-0.000768941,-0.001281568,-0.000879305,-0.001498508
21/03/2006,-0.69,-0.49,-0.07,0.33,-0.17,0.016,-0.57,0.28,-0.000497729,-0.000904962,-0.000484669,-0.000906893
22/03/2006,0.62,0.5,0.19,0.35,-0.16,0.016,0.05,0.14,-0.001661099,-0.00302018,-0.001693183,-0.003169556
23/03/2006,-0.18,0.59,0.07,0.22,-0.02,0.016,0.17,0.19,-0.001151012,-0.002092749,-0.001047691,-0.001964132
24/03/2006,0.22,0.66,0.23,-0.15,-0.12,0.016,0.71,0.31,-0.001589232,-0.002889514,-0.00149698,-0.002809001
27/03/2006,-0.07,0.17,0.19,0.06,-0.06,0.016,0.32,-0.32,-0.00156973,-0.002414969,-0.001493122,-0.002339412
28/03/2006,-0.61,0.25,-0.03,0.12,-0.15,0.016,0.18,-0.11,0.000905559,0.001393168,0.000877156,0.001375487
29/03/2006,0.87,0.82,0.08,-0.21,0.18,0.016,0.66,-0.06,-0.000794446,-0.001222225,-0.000694096,-0.001087885
30/03/2006,-0.16,0.08,-0.16,-0.33,-0.21,0.016,-0.28,0.02,0.001933549,0.002762213,0.001627997,0.002358195
31/03/2006,-0.23,0.72,-0.16,-0.14,-0.05,0.016,0.09,0.11,-0.001507747,-0.002153924,-0.001473397,-0.002132697
03/04/2006,0.07,-0.84,0.68,0.05,0.22,0.019,0.38,0.19,-0.000402934,-0.00057562,-0.000487796,-0.000706537
04/04/2006,0.54,-0.2,0.21,0.17,-0.3,0.019,0.4,-0.23,-0.002283916,-0.003262737,-0.002224485,-0.003222708
05/04/2006,0.42,0.02,0.27,-0.15,0.06,0.019,0.53,-0.58,-0.000906503,-0.00120867,-0.000814914,-0.001098256
06/04/2006,-0.15,0.17,-0.04,-0.14,-0.13,0.019,-0.09,-0.41,-0.000495943,-0.000661257,-0.000668557,-0.000901266
07/04/2006,-1.02,-0.14,-0.15,0.08,0.07,0.019,-0.34,0.3,0.00136567,0.001820893,0.001240236,0.001672323
10/04/2006,-0.02,-0.36,0.19,0.59,-0.13,0.019,0,-0.01,0.001172053,0.001562738,0.001127215,0.001519271
11/04/2006,-0.83,-0.66,0.08,0.26,-0.09,0.019,-0.54,0.13,0.001165774,0.001457218,0.000946208,0.001193438
12/04/2006,0.19,0.59,-0.08,-0.26,0.15,0.019,0.33,0.02,0.003914191,0.005218921,0.003580407,0.004829349
13/04/2006,0.12,0.37,-0.17,-0.22,0.22,0.019,0.4,-0.01,-0.001164353,-0.001552471,-0.001049908,-0.001414384
17/04/2006,-0.28,0.1,0.44,0.52,-0.23,0.019,0.52,-0.78,-0.003166252,-0.00422167,-0.002943208,-0.003966392
18/04/2006,1.71,0.68,0.03,0.03,0,0.019,0.82,-0.31,0.000346684,0.000433355,0.000425328,0.000535476
19/04/2006,0.33,0.88,0.14,0.01,-0.36,0.019,0.58,-0.65,0.003636814,0.004546017,0.003366133,0.004237402
20/04/2006,0.01,-0.48,-0.03,0.05,0.33,0.019,-0.23,0.58,0.000100811,0.000118601,-9.58E-05,-0.000113328
21/04/2006,-0.1,-0.17,0.51,0.24,-0.2,0.019,0.05,-0.85,0.001743508,0.002051185,0.001722744,0.002037663
24/04/2006,-0.3,-0.46,0.13,-0.32,-0.1,0.019,-0.01,0.29,0.000512422,0.000602849,0.000828679,0.000979854
25/04/2006,-0.44,0.42,-0.07,0.02,0.2,0.019,-0.35,0.28,-0.000118723,-0.000158297,-0.000172999,-0.000233318
26/04/2006,0.2,-0.13,0.23,-0.19,0.06,0.019,-0.6,0.5,-0.00255944,-0.003656343,-0.002373491,-0.003456393
27/04/2006,0.24,-0.92,-0.01,-0.18,0.1,0.019,-1.1,0.58,0.000788468,0.001051291,0.000936136,0.001269448
28/04/2006,0.05,0.37,0.61,0.72,-0.13,0.019,-0.25,0.03,0.001436416,0.001915221,0.00115734,0.00156889
01/05/2006,-0.41,0.01,0.45,-0.12,0.16,0.02,0.58,-0.12,-0.001829491,-0.002439321,-0.00172984,-0.002344007
02/05/2006,0.54,0.27,0.65,0.28,0.19,0.02,0.69,-0.91,0.002033749,0.002542186,0.002023644,0.002560988
03/05/2006,-0.31,0.39,-0.02,-0.13,0.18,0.02,0.02,-0.1,-0.00244178,-0.002713089,-0.002508679,-0.002801084
04/05/2006,0.37,0.52,-0.32,-0.19,0.1,0.02,0.25,-0.18,-0.001232092,-0.001296938,-0.001434174,-0.00151484
05/05/2006,1.04,-0.28,0.02,0.01,-0.08,0.02,0.08,0.21,0.004287799,0.004513472,0.004150417,0.004384215
08/05/2006,-0.05,0.04,0.15,0.03,0.19,0.02,-0.26,0.02,-0.000144139,-0.000151726,-8.93E-05,-9.43E-05
09/05/2006,-0.01,-0.15,0.22,0.11,-0.07,0.02,0.45,-0.28,-0.005177825,-0.005450342,-0.005186192,-0.005477087
10/05/2006,-0.2,-0.49,0.66,0.12,-0.22,0.02,-0.06,-0.18,0.005085678,0.005353345,0.00529542,0.005594079
11/05/2006,-1.35,-1.04,0.31,0.23,0.08,0.02,-0.93,-0.31,-0.002833167,-0.002982281,-0.002920564,-0.003084365
12/05/2006,-1.26,-0.76,-0.18,-0.09,0.3,0.02,-1.52,0.83,0.000452383,0.000532215,0.000261329,0.000310455
15/05/2006,0.04,-0.94,-0.29,0.46,-0.06,0.02,-1.71,0.23,0.0005687,0.000669059,0.00056145,0.000666961
16/05/2006,-0.12,0.12,0.33,0.15,-0.27,0.02,-0.01,-0.18,0.00112165,0.001402063,0.000846398,0.001075598
17/05/2006,-1.66,0.12,-0.08,-0.13,0.12,0.02,-1,-0.19,0.004465157,0.005581446,0.004349084,0.005525523
18/05/2006,-0.69,-0.32,0.06,0.07,0.24,0.02,-0.93,-0.26,0.00238866,0.002985826,0.002476694,0.003142965
19/05/2006,0.38,0.09,0.13,-0.14,0.37,0.02,0.2,0.43,-0.000931809,-0.001242412,-0.000659074,-0.000897251
22/05/2006,-0.55,-0.72,0.29,0.05,0.03,0.02,-1.29,-0.69,0.001904873,0.002539831,0.001738412,0.002367203
23/05/2006,-0.44,0.07,-0.06,0.24,-0.24,0.02,0.68,0.23,-0.004406329,-0.005875105,-0.004375256,-0.005954068
24/05/2006,0.03,-0.13,-0.13,-0.11,0.04,0.02,-1,-0.27,-0.000103186,-0.000137581,-3.13E-05,-4.27E-05
25/05/2006,1.22,0.65,0.2,-0.02,-0.04,0.02,0.89,1,-0.000105908,-0.00014121,1.44E-05,1.96E-05
26/05/2006,0.6,-0.12,-0.06,-0.22,0.03,0.02,0.47,0.37,-0.001771526,-0.002214408,-0.00177429,-0.002252119
30/05/2006,-1.65,-0.8,0.23,-0.12,0.16,0.02,-0.73,-0.39,-0.001548415,-0.001935518,-0.001432002,-0.001818521
31/05/2006,0.94,0.41,0.37,0.12,0.21,0.02,0.81,0.45,0.001905461,0.002381826,0.002020594,0.002566976
01/06/2006,1.29,0.73,-0.13,-0.25,0.15,0.018,0.52,0.71,-0.001621178,-0.001907268,-0.001453386,-0.001728923
02/06/2006,0.16,-0.03,0.35,-0.03,-0.11,0.018,0.4,0.37,0.000299784,0.000352687,0.000283098,0.000336861
05/06/2006,-1.94,-1.18,0.21,-0.16,0.18,0.018,-1.06,-1.08,-0.003096557,-0.003643008,-0.00305563,-0.003635734
06/06/2006,-0.28,-0.18,0.06,0.38,0.06,0.018,-0.37,-0.6,0.001076459,0.001266423,0.00104992,0.001249972
07/06/2006,-0.57,0.05,-0.28,-0.19,-0.01,0.018,-1.18,-1.24,-0.000876237,-0.001030868,-0.00101244,-0.001205109
08/06/2006,0.01,-0.24,0.22,0.41,-0.16,0.018,-0.7,-0.46,0.002552903,0.003003415,0.002572619,0.003062785
09/06/2006,-0.44,-0.25,-0.02,0.19,0.09,0.018,-0.1,0.06,0.001180451,0.001388766,0.001084593,0.001290612
12/06/2006,-1.48,-1.25,0.38,0.36,-0.02,0.018,-1.66,-1.89,NaN,NaN,NaN,NaN
13/06/2006,-1.15,-0.48,-0.45,0.31,0.01,0.018,-1.22,-0.9,NaN,NaN,NaN,NaN
14/06/2006,0.46,0.08,-0.19,0,0.24,0.018,0.74,1.25,NaN,NaN,NaN,NaN
15/06/2006,2.33,1.1,0.09,-0.5,0.06,0.018,2.03,2.47,-0.001588186,-0.001985233,NaN,NaN
16/06/2006,-0.43,-0.7,0.05,0.21,0.07,0.018,-0.11,-0.21,-0.00022684,-0.00028355,NaN,NaN
19/06/2006,-1.01,-0.76,-0.02,-0.26,0.17,0.018,-0.58,-0.54,-0.002246243,-0.002807803,NaN,NaN
20/06/2006,-0.07,-0.37,0.08,0.05,0,0.018,0.01,-0.18,-0.001172739,-0.001465924,NaN,NaN
21/06/2006,1.11,0.72,-0.3,-0.06,-0.1,0.018,1.15,0.88,-0.001547299,-0.001934124,NaN,NaN
22/06/2006,-0.52,0.22,0.3,0.31,-0.28,0.018,0.17,0.13,-0.000301953,-0.000377441,NaN,NaN
23/06/2006,0.03,0.3,0.3,0.08,-0.31,0.018,0.77,0.14,-0.000420572,-0.000525715,NaN,NaN
26/06/2006,0.5,0.58,0.14,0.04,-0.09,0.018,0.2,0.12,0.00172956,0.00216195,NaN,NaN
27/06/2006,-1,-0.69,0.53,0.31,-0.17,0.018,-0.22,-0.72,-0.004511682,-0.005639603,NaN,NaN
28/06/2006,0.47,-0.37,0.34,0.1,-0.06,0.018,0.1,-0.09,0.000819704,0.00102463,NaN,NaN
29/06/2006,2.29,1.41,-0.41,0.03,-0.05,0.018,1.26,0.99,-0.000501604,-0.000627005,NaN,NaN
30/06/2006,-0.02,1.14,0.19,-0.3,0.26,0.018,0.58,0.52,-0.001084829,-0.001356036,NaN,NaN
03/07/2006,0.72,-0.03,-0.18,0.28,-0.06,0.02,0.57,0.12,0.001820715,0.002275894,NaN,NaN
05/07/2006,-0.88,-0.53,0.49,0.14,0.03,0.02,-0.35,-0.09,0,0,0,0
06/07/2006,0.23,-0.11,0.01,0,0.25,0.02,-0.12,-0.09,0,0,0,0
07/07/2006,-0.8,-0.77,0.72,0.03,0.23,0.02,-0.72,0.22,0.000312356,0.001561778,0.000312356,0.001561778
10/07/2006,0.04,-0.21,0.53,0.49,0.21,0.02,-0.36,-0.07,-0.000168189,-0.000560629,-0.000173452,-0.000577753
11/07/2006,0.37,0.28,-0.06,-0.23,-0.24,0.02,0.31,0.06,0.000498017,0.001660055,0.000510623,0.001701526
12/07/2006,-1.21,-0.61,0.38,-0.15,0.07,0.02,0.21,-0.22,0.00023655,0.000788501,0.00024788,0.000825016
13/07/2006,-1.43,-0.57,0.1,0.15,0.01,0.02,-0.6,0.57,-0.001941851,-0.004854629,-0.001915861,-0.004783218
14/07/2006,-0.6,-0.28,0.23,0.47,-0.08,0.02,-0.07,-0.35,4.64E-05,0.000103153,8.36E-05,0.000185998
17/07/2006,-0.22,-0.5,-0.05,-0.18,0.37,0.02,-0.7,0.63,-0.002071209,-0.004602687,-0.00207649,-0.004651544
18/07/2006,0.17,0.16,0.41,0.08,0.11,0.02,0.25,-0.31,0.000879302,0.001758603,0.000877778,0.001771828
19/07/2006,1.98,0.99,-0.34,0.38,-0.08,0.02,0.76,0.47,-0.003399403,-0.006798805,-0.003355109,-0.006766375
20/07/2006,-1.11,-1.53,0.55,-0.21,0.2,0.02,-0.36,0.17,-0.002608853,-0.004348088,-0.002595746,-0.004342206
21/07/2006,-0.89,-0.8,0.31,0.53,0.44,0.02,-1,-0.85,-0.005375075,-0.008958459,-0.005330645,-0.00893283
24/07/2006,1.75,0.84,-0.4,0.28,-0.35,0.02,0.46,0.44,0.001108203,0.001704928,0.000974881,0.001510827
25/07/2006,0.69,0.22,0.04,-0.2,-0.27,0.02,0.08,0.07,0.001600835,0.002286908,0.001523228,0.002187804
26/07/2006,-0.13,-0.27,0.54,-0.03,0.24,0.02,-0.37,-0.8,0.00736512,0.0105216,0.007219892,0.010363015
27/07/2006,-0.58,-0.72,0.45,-0.1,0.03,0.02,-0.09,-0.15,0.002230482,0.003186402,0.002258311,0.003231365
28/07/2006,1.31,0.65,-0.26,0.09,0.1,0.02,0.48,0.78,0.003846161,0.005494516,0.003863511,0.005522847
31/07/2006,-0.09,0.27,-0.06,-0.05,-0.22,0.02,0.68,0.13,-0.001701776,-0.002618117,-0.001718866,-0.002659544
01/08/2006,-0.6,-0.92,0.49,0.16,-0.11,0.018,-0.25,-0.69,0.001348266,0.002074256,0.001289882,0.001997674
02/08/2006,0.64,0.27,-0.27,-0.23,-0.09,0.018,0.09,0.5,0.001645416,0.002531409,0.001633155,0.002527523
03/08/2006,0.27,0.78,-0.54,0.35,0.04,0.018,0.79,0.59,4.10E-05,5.86E-05,-6.39E-05,-9.12E-05
04/08/2006,-0.13,-0.44,0.14,0.14,0.01,0.018,-0.67,-0.19,-0.001898965,-0.002712806,-0.001907179,-0.002720473
07/08/2006,-0.35,-0.31,0.12,0.31,-0.18,0.018,0.03,-0.17,0.002780097,0.003475122,0.002896207,0.003618824
08/08/2006,-0.42,-0.77,0.16,-0.03,-0.08,0.018,-0.11,-0.54,-0.002044114,-0.002555143,-0.0021518,-0.002686749
09/08/2006,-0.52,-0.47,0.08,-0.2,0.6,0.018,-0.29,-0.01,0.001779317,0.002224146,0.001824511,0.002284341
10/08/2006,0.49,0.3,-0.4,0.16,0.23,0.018,-0.38,0.14,0.001881542,0.002351928,0.001884969,0.002358954
11/08/2006,-0.49,-0.55,0.21,0.02,0.01,0.018,-0.21,-0.32,-0.002597283,-0.003463044,-0.002661734,-0.003557211
14/08/2006,0.12,0.16,-0.33,-0.26,0.62,0.018,-0.49,-0.14,-0.001692997,-0.002257329,-0.001646187,-0.002201984
15/08/2006,1.46,0.74,-0.56,-0.31,-0.13,0.018,0.31,0.28,-0.003670015,-0.004893353,-0.003745424,-0.005012771
16/08/2006,0.9,0.54,-0.63,-0.2,-0.08,0.018,-0.22,0.8,0.002104245,0.00280566,0.002143263,0.002872137
17/08/2006,0.18,0.33,-0.26,-0.39,0.17,0.018,-0.8,0.25,-0.001840905,-0.002301131,-0.001770048,-0.002221549
18/08/2006,0.3,-0.17,-0.02,0.09,-0.05,0.018,0.02,0.09,0.002456587,0.003070733,0.002167806,0.002721997
21/08/2006,-0.48,-0.46,0.23,0.05,0.17,0.018,0.26,0.46,0.001799255,0.002249069,0.001814909,0.002277624
