,Rm-Rf,SMB,HML,RMW,CMA,Rf,Mom,ST_Rev,Rp_ew_cc,Rp_ew_fi,Rp_vw_cc,Rp_vw_fi
12/06/1997,1.29,-1,0.04,0.21,0.43,0.018,0.32,0.08,0.000539288,0.00067411,0.000839753,0.000272534
13/06/1997,0.98,-0.45,-0.4,0.53,0.33,0.018,0.5,0.18,0.00068614,0.000857675,0.000813608,0.000650464
16/06/1997,0.04,0,-0.15,0.3,-0.39,0.018,0.19,0.46,-0.000369303,-0.000461629,-0.000627424,-0.001211602
17/06/1997,0.12,0.17,-0.17,0.28,-0.47,0.018,0.27,0.15,0.003373969,0.004217462,0.002974372,0.004026454
18/06/1997,-0.38,0.3,0.63,-0.25,0.03,0.018,-0.06,-0.06,-2.65E-05,-3.32E-05,-0.000144674,0.000788072
19/06/1997,0.95,-0.1,-0.48,0.13,-0.19,0.018,-0.08,-0.08,0.001339422,0.001575791,0.001491931,0.002177489
20/06/1997,-0.04,-0.33,-0.03,0.05,-0.23,0.018,0.24,-0.09,0.004053253,0.004503614,0.004389143,0.004367715
23/06/1997,-1.84,1.35,0.51,-0.18,-0.25,0.018,0.08,0.45,0.003037197,0.003374664,0.002239013,0.001817835
24/06/1997,1.62,-0.86,-0.36,0.58,0.19,0.018,0.63,-0.09,-0.002635617,-0.003100726,-0.001259447,-0.001013225
25/06/1997,-0.71,0.46,0.4,-0.09,0.04,0.018,-0.08,-0.25,0.002047109,0.002729478,0.001639064,0.003858534
26/06/1997,-0.5,0.36,0.15,0.06,0.09,0.018,-0.05,0.11,-0.001311191,-0.001748255,-0.001045299,-0.002154346
27/06/1997,0.42,0.27,-0.03,0.15,0.25,0.018,0.07,-0.04,-0.003149708,-0.004499583,-0.004050098,-0.00300578
30/06/1997,-0.1,1.41,-0.55,0.15,-0.11,0.018,-0.24,0.32,-0.000471614,-0.000673734,-0.000206985,-0.004671345
01/07/1997,0.55,-0.92,0.5,-0.32,0.36,0.019,0.13,0.8,0.001560174,0.002228819,0.00075512,-0.003038073
02/07/1997,1.17,-1.16,-0.18,0.31,-0.35,0.019,0.45,0.28,0,0,0,0
03/07/1997,1.2,-0.83,-0.36,0.46,0.08,0.019,0.57,-0.15,0,0,0,0
07/07/1997,-0.35,0.38,0.05,0.03,-0.36,0.019,0.12,0.25,0.00227502,0.00568755,0.00227502,0.00568755
08/07/1997,0.69,-0.35,-0.31,0.09,-0.24,0.019,0.35,0.01,0.000719429,0.001798572,0.000741431,0.001847287
09/07/1997,-0.95,0.85,0.13,-0.25,-0.28,0.019,-0.24,0.39,0.004762453,0.010583229,0.004754726,0.010527342
10/07/1997,0.57,-0.07,0.24,0.02,-0.18,0.019,0.2,-0.1,-0.003674439,-0.007348878,-0.00370271,-0.007348637
11/07/1997,0.44,0.36,-0.45,-0.19,-0.33,0.019,0.14,-0.41,-0.001526576,-0.003392391,-0.001507016,-0.00335342
14/07/1997,0.24,0.22,-0.49,0.24,-0.67,0.019,0.29,-0.55,0.00060433,0.001342956,0.000636302,0.001418526
15/07/1997,0.75,0.04,-0.66,0.08,-0.54,0.019,0.45,-0.22,-0.002857812,-0.005715624,-0.002781221,-0.005576293
16/07/1997,1.14,-0.39,-0.65,-0.16,-1,0.019,0.55,-0.58,-0.005136445,-0.010272891,-0.004906787,-0.009906644
17/07/1997,-0.55,0.21,0.27,0.16,0.57,0.019,0.09,0.29,-0.004542018,-0.007570031,-0.00443133,-0.007523837
18/07/1997,-1.41,0.99,0.53,-0.15,0.42,0.019,-0.45,0.57,0.002264016,0.00377336,0.002151248,0.003663928
21/07/1997,-0.41,-0.07,0.1,0.26,0.24,0.019,0.09,0.61,-0.002446511,-0.004077518,-0.002441925,-0.00415273
22/07/1997,1.98,-1.45,-0.52,0.32,-0.24,0.019,0.34,0.68,0.001145686,0.001909477,0.00114555,0.001951466
23/07/1997,0.28,-0.01,0.23,-0.18,-0.27,0.019,0.51,0,0.006291724,0.010486207,0.005949681,0.010127238
24/07/1997,0.31,-0.14,-0.11,-0.07,0.13,0.019,-0.18,0.31,-0.005348246,-0.007640351,-0.005339038,-0.007736035
25/07/1997,-0.11,0.22,0.15,-0.18,0.12,0.019,-0.08,0.26,-0.001864969,-0.002331211,-0.001655302,-0.002091825
28/07/1997,-0.23,0.25,0.64,-0.16,0.25,0.019,-0.48,0.3,0.00433536,0.005100423,0.004101981,0.004850102
29/07/1997,0.53,-0.4,0.48,-0.07,0.05,0.019,0.13,0.34,0.00207236,0.00243807,0.001950904,0.002304993
30/07/1997,1.09,-0.4,0.03,-0.17,0.2,0.019,0.29,-0.19,0.00484791,0.005703423,0.005081531,0.006001709
31/07/1997,0.18,0.1,0.21,0.02,-0.29,0.019,0.36,-0.1,-0.01041527,-0.011572522,-0.010448821,-0.011643953
01/08/1997,-0.57,0.59,0.16,-0.04,0.04,0.02,-0.3,-0.03,-0.001802782,-0.00212092,-0.001265344,-0.001505456
04/08/1997,0.3,0.04,-0.12,0.02,-0.13,0.02,-0.02,-0.32,0.010064222,0.011182469,0.009903941,0.01108241
05/08/1997,0.34,0.49,-0.58,0.09,-0.48,0.02,-0.09,-0.5,0.004025029,0.004735328,0.003972515,0.004737352
06/08/1997,0.74,-0.16,0.14,0.11,0.04,0.02,-0.19,0.37,0.006410466,0.008013083,0.00621729,0.007510486
07/08/1997,-0.77,0.86,0.35,-0.11,0.04,0.02,-0.29,0.03,0.007613675,0.009517094,0.007411364,0.010277051
08/08/1997,-1.81,0.61,0.24,-0.23,0.12,0.02,-0.5,0.34,0.007768024,0.00971003,0.008064545,0.008432433
11/08/1997,0.16,-0.49,0.57,0.1,0.57,0.02,-0.54,0.15,0.002443207,0.003257609,0.002200945,0.003039802
12/08/1997,-0.93,0.73,0.64,-0.33,0.34,0.02,-0.23,0.09,0.000286203,0.000440312,0.000218753,-0.002024372
13/08/1997,-0.26,0.33,-0.05,-0.12,-0.45,0.02,0.17,-0.03,-0.004471802,-0.006388289,-0.004061167,-0.007801108
14/08/1997,0.26,-0.08,-0.32,0.32,0.06,0.02,0.28,0.4,-0.009062209,-0.012082945,-0.009413462,-0.009206461
15/08/1997,-2.06,1.42,0.53,-0.43,0.15,0.02,-0.63,-0.03,0.000335313,0.000419142,-0.000338083,0.001177166
18/08/1997,0.81,-0.91,-0.25,0.37,-0.04,0.02,0.19,0.36,0.006250755,0.007813444,0.006339958,0.00806043
19/08/1997,1.38,-0.25,-0.54,0.02,-0.43,0.02,0.64,0.17,-0.000178186,-0.000222733,0.000172093,-0.000366894
20/08/1997,1.36,-0.16,-0.65,0.24,-0.45,0.02,0.49,-0.1,-0.00390172,-0.004877149,-0.003451155,-0.005764607
21/08/1997,-1.23,0.93,0.39,-0.15,0.23,0.02,-0.33,0.21,0.000618103,0.000772629,0.000104576,0.002394043
22/08/1997,-0.28,-0.09,0.22,-0.01,0.31,0.02,-0.43,0.12,0.001314772,0.001643464,0.001510645,-0.000826908
25/08/1997,-0.12,0.76,0.29,-0.5,-0.11,0.02,-0.23,-0.32,-0.004058865,-0.005073582,-0.004654958,-0.003108967
26/08/1997,-0.6,0.75,0.33,-0.43,0.21,0.02,-0.49,-0.04,0.001545433,0.002060577,0.001837874,0.004707317
27/08/1997,0.18,0.62,-0.15,-0.04,0.15,0.02,0.01,-0.15,0.000695901,0.000927868,0.000806321,4.21E-05
28/08/1997,-0.81,1.03,0.37,-0.27,0.06,0.02,-0.21,0.19,-0.002857385,-0.004081979,-0.002255414,-0.00295386
29/08/1997,-0.21,0.58,-0.2,-0.01,-0.33,0.02,0.15,0.12,0.002313222,0.003084296,0.001813954,0.001436066
02/09/1997,2.44,-1.37,-0.69,0.44,-0.27,0.021,0.8,0.68,0.003857694,0.005510991,0.004425288,0.004847834
03/09/1997,0.18,-0.12,0.36,-0.41,-0.11,0.021,-0.02,0.17,0.003219933,0.004599905,0.003300341,0.003960237
04/09/1997,0.28,0.08,-0.1,0.26,-0.24,0.021,0.12,0.35,-0.003983784,-0.00569112,-0.003716811,-0.005348547
05/09/1997,0.02,0.76,0.04,-0.38,-0.24,0.021,-0.12,-0.1,0.001739159,0.002484513,0.001811089,0.003354918
08/09/1997,0.32,0.33,0.15,-0.22,-0.14,0.021,0.03,0.07,0.007500753,0.010001004,0.007409366,0.008927367
09/09/1997,0.27,0.24,0.21,-0.15,0.07,0.021,-0.03,-0.07,0.004992694,0.00713242,0.005437748,0.007012784
10/09/1997,-1.23,1.25,0.74,-0.62,0.12,0.021,-0.57,-0.32,0.003364299,0.004806141,0.003285353,0.002309478
11/09/1997,-0.63,0.6,-0.05,-0.07,0.13,0.021,-0.23,-0.07,0.003203822,0.004576889,0.003332127,0.001206744
12/09/1997,1.19,-0.42,-0.16,-0.04,-0.15,0.021,0.4,-0.07,-0.000607831,-0.000810442,-0.000645232,-0.002139327
15/09/1997,-0.31,0.43,0.42,-0.14,0.28,0.021,-0.09,-0.28,-0.002927025,-0.003658782,-0.002817736,-0.003042953
16/09/1997,2.25,-1.52,-0.4,0.4,-0.55,0.021,1.05,0.42,0.00489248,0.006523306,0.004831994,0.006262836
17/09/1997,-0.08,0.29,0.21,-0.24,-0.27,0.021,0.56,-0.25,-0.00400723,-0.005342973,-0.004634535,-6.45E-05
18/09/1997,0.35,-0.23,0.02,-0.07,0.01,0.021,-0.26,0.12,0.004851889,0.006469185,0.004282019,0.01613868
19/09/1997,0.3,-0.01,-0.62,0.27,-0.36,0.021,0.31,-0.03,-0.002461073,-0.00328143,-0.0024598,-0.003068154
22/09/1997,0.49,-0.02,-0.59,0.29,0.32,0.021,0.13,0.23,0.002094516,0.003222332,0.002373557,0.002279262
23/09/1997,-0.28,0.58,-0.22,0.33,-0.18,0.021,0.02,0.65,-0.004065114,-0.005807306,-0.004642955,-0.001098872
24/09/1997,-0.62,0.63,0.42,-0.32,0.13,0.021,-0.44,0.08,0.005684055,0.008120079,0.005439464,0.007535921
25/09/1997,-0.61,0.59,0.14,-0.35,0.24,0.021,-0.36,0.46,0.004520092,0.006457275,0.005041942,0.005638135
26/09/1997,0.64,-0.39,-0.1,0.3,0.38,0.021,0.17,-0.02,0.003002972,0.004003963,0.003223565,0.002351921
29/09/1997,0.72,-0.32,-0.31,0.16,-0.03,0.021,0.45,0.11,0.000965641,0.001609402,0.000901261,-0.000634007
30/09/1997,-0.43,0.99,0.27,-0.4,0,0.021,-0.33,0.2,-0.000259329,-0.000432215,-0.000532024,0.002212013
01/10/1997,0.62,-0.52,0.24,0.06,0.28,0.018,0.09,0.24,-0.001147031,-0.001638616,-0.000649703,0.001284885
02/10/1997,0.55,-0.02,0.09,-0.04,-0.14,0.018,0.27,-0.02,0.004482833,0.006404048,0.005091225,0.002541739
03/10/1997,0.48,0.05,-0.27,0.19,-0.35,0.018,0.46,0.08,-0.001455196,-0.002078852,-0.001410337,-0.003169717
06/10/1997,0.68,-0.19,-0.17,0.27,0.19,0.018,0.13,-0.6,0.002268324,0.00348973,0.002262922,0.001978173
07/10/1997,0.89,-0.41,-0.7,0.16,-0.14,0.018,0.49,-0.24,0.000668235,0.000954621,0.000468994,0.002536065
08/10/1997,-0.61,0.74,-0.41,-0.14,-0.33,0.018,-0.1,0.33,-0.005611897,-0.008016996,-0.005709162,-0.004712268
09/10/1997,-0.19,0.49,0.2,-0.3,-0.32,0.018,0.11,0.19,-0.002627508,-0.00437918,-0.002102127,-0.002819147
10/10/1997,-0.28,0.54,0.14,-0.28,0.12,0.018,-0.21,0.22,0.003900705,0.006501175,0.004297212,0.003750253
13/10/1997,0.1,0.09,0.31,-0.08,0.13,0.018,-0.25,0.01,0.0052646,0.008774333,0.004053895,0.007159139
14/10/1997,0.03,-0.33,0.27,0.02,0.23,0.018,-0.37,0.25,3.02E-05,5.50E-05,0.000861802,0.003418985
15/10/1997,-0.33,0.07,0.13,-0.24,-0.01,0.018,-0.28,0.05,0.000797558,0.001595117,-0.000506459,0.000235749
16/10/1997,-1.05,-0.17,0.63,-0.07,0.27,0.018,-0.18,0.2,0.002663045,0.005917878,0.002940047,0.007176261
17/10/1997,-1.31,-0.49,0.57,0.17,0.46,0.018,-0.71,0.24,-0.00099978,-0.002221733,-0.000292942,-0.004606135
20/10/1997,1.1,-0.21,-0.37,-0.13,-0.08,0.018,0.12,0.16,-0.002667921,-0.004850766,-0.002480466,-0.005799533
21/10/1997,1.65,-0.71,-0.41,0.31,0.05,0.018,0.73,-0.07,-5.33E-05,-9.68E-05,0.000131055,-0.002221435
22/10/1997,-0.29,0.29,0.13,-0.01,0.21,0.018,0.17,-0.17,0.001274726,0.002549452,0.001176433,0.002138989
23/10/1997,-1.85,-0.1,0.53,0.06,0.48,0.018,0.08,-0.42,0.001357554,0.00246828,0.001942956,-0.001071644
24/10/1997,-0.81,0.5,0.83,0.18,0.5,0.018,-0.5,-0.68,0.003754214,0.006825843,0.002966738,0.003571186
27/10/1997,-6.58,0.4,2.1,0.56,1.09,0.018,-1.22,-0.41,0.007264613,0.013208387,0.006492412,0.001084682
28/10/1997,4.1,-2.14,-2.46,0.4,-1.2,0.018,1.6,3.24,-0.012238116,-0.02225112,-0.012969285,-0.017032841
29/10/1997,0.07,1.12,0.77,-0.54,0.21,0.018,-0.04,0.35,0.003624914,0.006590753,0.003951142,0.009636137
30/10/1997,-1.61,0.29,0.41,0.09,0.44,0.018,-0.28,-0.51,0.001945394,0.00353708,0.002338395,0.00279185
31/10/1997,1.17,0,-0.57,0.3,-0.26,0.018,0.41,0.67,0.003811254,0.007622508,0.004000505,0.006158862
03/11/1997,2.31,-0.82,-0.42,0.23,-0.3,0.021,0.74,0.88,-0.002848135,-0.005696269,-0.002671832,-0.007337284
04/11/1997,0.23,-0.06,-0.25,0.06,-0.29,0.021,0.73,0.23,-0.003878057,-0.007051012,-0.002454139,-0.003548764
05/11/1997,0.34,0.24,-0.42,-0.16,-0.18,0.021,0.23,-0.03,0.005133978,0.009334505,0.004648835,0.003847072
06/11/1997,-0.51,0.09,0.41,-0.03,0.44,0.021,-0.31,-0.24,-5.04E-05,-9.16E-05,0.000158575,-0.002483963
07/11/1997,-1.28,-0.37,0.27,0.35,0.23,0.021,-0.25,-0.42,0.008430524,0.015328225,0.008852357,0.004078765
10/11/1997,-0.53,0.54,0.77,-0.24,0.51,0.021,-0.41,-0.71,-0.001471194,-0.002942388,-0.0020451,-0.003110287
11/11/1997,0.05,-0.43,0.16,0.59,0.4,0.021,-0.26,-0.47,0.003564403,0.007128807,0.004602278,-0.004510954
12/11/1997,-1.96,-0.3,1.04,-0.07,0.62,0.021,-0.61,-1.14,0.00315757,0.005741036,0.003244737,0.001760708
13/11/1997,0.84,-1.03,-0.59,0.44,-0.27,0.021,0.41,0.55,-0.000837462,-0.001522658,-0.001163653,-0.00016467
14/11/1997,1.21,-0.3,-0.98,0.04,-0.51,0.021,0.42,0.47,0.000462309,0.000840561,0.000208498,0.005190614
17/11/1997,1.84,-0.42,-0.49,0.02,-0.66,0.021,0.47,1.06,-0.002320815,-0.004219663,-0.001401357,-0.004363562
18/11/1997,-0.8,0.04,0.68,0.08,0.62,0.021,-0.12,-0.41,0.003706343,0.007412685,0.002637588,0.007787301
19/11/1997,0.45,-0.6,-0.24,0.43,0.18,0.021,-0.16,-0.28,-0.002702189,-0.004913072,-0.002487019,-0.006081444
20/11/1997,1.37,-0.66,-0.25,0.18,-0.28,0.021,0.44,0.57,0.00093173,0.00143343,0.001356611,0.004163424
21/11/1997,0.25,-0.43,0.11,0.51,0.42,0.021,-0.05,-0.27,0.002081454,0.003202237,0.002271283,0.003012049
24/11/1997,-1.68,0.04,0.95,-0.06,0.59,0.021,-0.29,-0.51,0.001515732,0.002331895,-0.000134517,-0.000197888
25/11/1997,0.35,-0.72,0.16,0.25,0.36,0.021,0,-0.47,-0.000700985,-0.001168308,-0.000769197,0.001411578
26/11/1997,0.18,0.07,0.2,-0.08,-0.31,0.021,0.23,0,0.002275186,0.003791977,0.002220223,0.006682301
28/11/1997,0.36,-0.05,-0.09,0.04,-0.03,0.021,-0.04,0.2,0.00094341,0.0014514,0.00091561,0.001537413
01/12/1997,1.79,-1.11,-0.12,0.46,0.14,0.022,0.5,-0.45,0.006934129,0.010667891,0.004854491,0.007553172
02/12/1997,-0.33,-0.18,0.73,0.05,0.26,0.022,0.57,0.17,-0.001187451,-0.001696358,-0.001029553,-0.000925174
03/12/1997,0.53,-0.32,-0.44,0.58,0.08,0.022,0.55,-0.06,-0.004645115,-0.006193487,-0.005095981,-0.006610687
04/12/1997,-0.2,0.35,0.04,0.09,0.07,0.022,0.23,-0.09,-0.00035325,-0.000471001,-9.27E-05,-0.001543689
05/12/1997,0.97,-0.44,-0.33,-0.12,-0.31,0.022,0.23,0.88,-0.00091673,-0.001222307,-9.55E-05,0.00060284
08/12/1997,0.04,0.78,-0.24,0.12,-0.47,0.022,0.35,0.57,0.000162646,0.000232351,0.000336315,-0.000558506
09/12/1997,-0.74,-0.14,0.82,0.18,0.41,0.022,0.26,-1.25,0.00034034,0.0004862,0.000293852,0.001834321
10/12/1997,-0.79,-0.53,0.91,0.26,0.64,0.022,0.28,-0.76,0.00100311,0.001433014,0.001099048,0.00303211
11/12/1997,-1.58,-0.36,0.92,0,0.87,0.022,-0.2,-1.18,0.003700383,0.005692897,0.002531194,0.005476178
12/12/1997,-0.3,-0.27,0.75,-0.14,0.48,0.022,0.1,-1.11,0.001589478,0.002119304,0.000809398,-8.13E-05
15/12/1997,0.67,-1.41,0.67,0.11,0.28,0.022,0.25,-0.79,0.002616537,0.003488717,0.001839085,0.003574741
16/12/1997,0.6,0.31,-0.72,0.18,-0.31,0.022,0.47,0.66,0.001202128,0.001602838,0.001556364,0.002361458
17/12/1997,-0.15,0.29,0.48,-0.22,-0.13,0.022,-0.28,-0.33,0.004662662,0.006216883,0.004513655,0.00599011
18/12/1997,-1.09,-0.27,0.55,-0.15,0.64,0.022,0,-0.5,-0.000817077,-0.001089436,-0.000437452,-0.000514863
19/12/1997,-0.68,0.44,-0.32,-0.06,-0.14,0.022,-0.11,0.56,-0.003656893,-0.004875857,-0.003789028,-0.004889277
22/12/1997,0.57,-0.32,0.23,0.23,0.26,0.022,0.33,-0.24,0.003389898,0.004237372,0.00296534,0.00408525
23/12/1997,-1.22,1.14,0.86,-0.2,0.36,0.022,-0.19,-0.63,0.001589602,0.001987003,0.001305291,0.001695632
24/12/1997,-0.58,0.43,0.31,-0.31,0.19,0.022,-0.32,0.36,0.002503592,0.003338123,0.002627995,0.002927642
26/12/1997,0.33,-0.28,-0.05,0.06,0.02,0.022,0.34,0.24,-0.006160583,-0.008800833,-0.006050513,-0.009151819
29/12/1997,1.6,-0.85,-0.47,0.35,-0.46,0.022,0.96,0.25,0.006042042,0.008631489,0.006106237,0.009412147
30/12/1997,1.76,-0.18,-0.64,0.17,-0.53,0.022,0.3,0.88,-0.007370613,-0.010529447,-0.006313301,-0.009569501
31/12/1997,0.21,0.88,-0.3,-0.43,-0.5,0.022,-0.22,0.85,0.0008809,0.001355231,0.001061939,0.000482678
02/01/1998,0.22,-0.11,-0.54,0.24,-0.14,0.021,-1.27,2.26,0.004054802,0.006758004,0.0044582,0.005357629
05/01/1998,0.22,0.08,-0.46,0.08,-0.01,0.021,-0.13,0.74,0,0,0,0
06/01/1998,-1.04,0.25,0.17,-0.34,0.13,0.021,0.12,-0.19,0,0,0,0
07/01/1998,-0.38,-0.41,0.02,-0.26,0.33,0.021,-0.42,0.4,0.000291139,0.000970463,0.000291139,0.000970463
08/01/1998,-0.82,0.17,-0.1,-0.11,0.28,0.021,-0.09,-0.46,0.002466025,0.006165063,0.002509271,0.00627044
09/01/1998,-2.98,0.21,0.94,-0.12,0.65,0.021,0.04,-0.7,0.000676338,0.001690845,0.000755828,0.001881686
12/01/1998,0.75,-1.65,0.15,0.66,0.52,0.021,0.22,-0.22,-0.000303276,-0.000673946,-0.00044231,-0.00098655
13/01/1998,1.5,0.12,-0.86,-0.15,-0.74,0.021,-0.09,0.99,0.008600393,0.015637078,0.008659443,0.013665998
14/01/1998,0.61,0.11,0.14,0.28,0.1,0.021,0.59,1.08,0.001990375,0.003618863,0.00186457,0.005113174
15/01/1998,-0.61,0.66,0.14,-0.03,-0.01,0.021,0.1,0.23,0.002229355,0.004053373,0.002168416,0.003969194
16/01/1998,1.08,-0.01,-0.3,0.22,-0.23,0.021,0.13,0.6,0.004187702,0.006979503,0.004150896,0.006958622
20/01/1998,1.63,-0.5,-1.05,-0.11,-0.35,0.021,0.24,-0.16,-0.000150494,-0.000250824,-0.000106491,-0.000178026
21/01/1998,-0.66,0.28,0.13,-0.51,-0.29,0.021,-0.25,0.13,0.000587871,0.001068857,0.000547003,0.001003227
22/01/1998,-0.8,0.09,0.65,0.04,0.14,0.021,0.08,-0.38,-0.002573782,-0.004679603,-0.002586509,-0.004728535
23/01/1998,-0.56,0.29,-0.32,-0.12,-0.1,0.021,-0.43,-0.32,-0.000490814,-0.000892389,-0.00054775,-0.001003526
26/01/1998,-0.25,-0.61,0.49,0.2,0.42,0.021,0.03,0.28,0.003978187,0.006630312,0.004039939,0.006748904
27/01/1998,0.97,-0.65,-0.38,0.45,-0.34,0.021,0.44,0.04,0.003619551,0.005170787,0.003519294,0.005041099
28/01/1998,1.01,0.26,-0.7,0.07,-0.84,0.021,-0.6,0.2,0.00854224,0.013141908,0.008473251,0.013140073
29/01/1998,0.78,-0.21,-0.29,0.14,-0.42,0.021,-0.09,0.86,-0.002517082,-0.003595832,-0.002669545,-0.003845677
30/01/1998,-0.4,0.3,0.1,-0.03,0.03,0.021,-0.07,0.42,0.002611163,0.003730232,0.00265991,0.003836322
02/02/1998,1.93,-1.21,-0.87,0.46,-0.56,0.021,-0.26,0.01,-0.003258962,-0.00465566,-0.003314116,-0.004774265
03/02/1998,0.53,0.24,-0.07,-0.03,-0.37,0.021,-0.36,0.41,0.002364246,0.003637302,0.002448686,0.003813175
04/02/1998,0.22,0.63,-0.37,-0.12,-0.78,0.021,-0.26,0.11,0.000843971,0.001298417,0.000955249,0.001485524
05/02/1998,-0.15,0.66,0.2,-0.05,0.26,0.021,-0.14,0.72,0.002598539,0.004330899,0.002579521,0.004361293
06/02/1998,0.75,-0.49,0.07,-0.13,-0.06,0.021,-0.18,0.3,-0.001045046,-0.001607763,-0.001036843,-0.001611068
09/02/1998,-0.09,0.49,0.23,-0.21,0.02,0.021,-0.01,0.09,-0.005485754,-0.007836792,-0.005598356,-0.008102223
10/02/1998,0.81,0.02,-0.22,0,-0.33,0.021,-0.1,0,0.001466373,0.002094819,0.001321823,0.001917838
11/02/1998,0.16,0.01,0.33,-0.22,0.1,0.021,0.06,0.42,0.001961731,0.002615641,0.001927691,0.002611574
12/02/1998,0.36,-0.3,0.09,-0.07,0.11,0.021,-0.02,0.3,-0.004894656,-0.005758419,-0.004964172,-0.005867658
13/02/1998,-0.25,0.67,-0.03,-0.21,-0.07,0.021,-0.15,0.25,0.003181251,0.003742649,0.003036755,0.003592711
17/02/1998,0.15,-0.33,0.53,0.25,0.12,0.021,0.15,0.14,-0.001990507,-0.002341772,-0.001937518,-0.00229096
18/02/1998,0.8,-0.55,-0.49,0.25,-0.25,0.021,0.14,0.02,0.000152539,0.000179457,0.000152981,0.000180952
19/02/1998,-0.23,0.28,-0.13,-0.23,-0.36,0.021,-0.25,-0.19,0.000981285,0.001154453,0.001062319,0.001256518
20/02/1998,0.38,-0.37,0.07,-0.05,0.05,0.021,0.02,0,0.00131407,0.001545965,0.001237695,0.001463669
23/02/1998,0.44,0.03,-0.55,0.26,-0.37,0.021,0.33,-0.64,-0.002717733,-0.003197333,-0.002633682,-0.003113828
24/02/1998,-0.74,0.45,0.65,-0.05,0.31,0.021,0.29,0.45,0.000652915,0.000768135,0.000578878,0.000684743
25/02/1998,1.14,-0.3,-0.32,0.27,-0.34,0.021,-0.06,-0.15,-0.000475143,-0.000558992,-0.000374033,-0.000442389
26/02/1998,0.56,0.02,-0.19,-0.16,0.01,0.021,-0.33,0.07,-0.007291883,-0.008578686,-0.007604847,-0.008995279
27/02/1998,0.05,0.14,0.2,0.01,0.18,0.021,-0.13,0.42,-0.00161733,-0.001902742,-0.001286815,-0.001524225
02/03/1998,-0.16,0.17,0.69,-0.21,0.32,0.018,-0.03,0.56,-0.001874815,-0.002205665,-0.00153505,-0.001818691
03/03/1998,0.34,-0.23,0.52,0.14,0.2,0.018,0,0.2,-0.004368117,-0.005138962,-0.004149427,-0.00491754
04/03/1998,-0.42,0.37,0.33,-0.58,-0.22,0.018,-0.46,-0.4,0.004653781,0.004898717,0.004442767,0.004673191
05/03/1998,-1.03,-0.09,0.61,-0.23,0.62,0.018,0.43,-0.08,0.003115938,0.003279934,0.003325978,0.003497677
06/03/1998,1.85,-0.4,-0.75,0.25,-0.34,0.018,0.31,0.02,-0.002497604,-0.002629057,-0.002033062,-0.002137651
09/03/1998,-0.32,-0.18,0.48,-0.24,0.76,0.018,0.13,-0.75,0.00225698,0.002375769,0.002129214,0.002238983
10/03/1998,1.07,-0.46,-0.21,0.05,-0.11,0.018,0.23,0.06,0.004447491,0.005232342,0.00413796,0.004936869
11/03/1998,0.5,0.02,-0.13,-0.01,0.07,0.018,-0.26,0.38,-0.000460273,-0.000541498,-0.000653223,-0.000778721
12/03/1998,0.13,0.07,-0.34,-0.07,-0.18,0.018,0.01,0.12,0.000162728,0.000191445,4.91E-05,5.85E-05
13/03/1998,-0.08,0.32,0.25,-0.26,-0.23,0.018,0.06,0.07,-0.003488549,-0.004104176,-0.003368509,-0.004016133
16/03/1998,0.88,-0.31,0.16,0.15,-0.01,0.018,0.34,-0.17,-0.001008055,-0.001260068,-0.001081281,-0.001376897
17/03/1998,0.1,-0.32,0.61,-0.19,0.54,0.018,0.24,-0.59,0.001467165,0.001833956,0.001347381,0.001716254
18/03/1998,0.48,-0.22,-0.04,-0.14,-0.26,0.018,0.01,0.18,0.003146168,0.003932709,0.003401055,0.004330569
19/03/1998,0.4,0.02,-0.05,-0.19,-0.24,0.018,0.37,0.06,-0.004887202,-0.00574965,-0.005203589,-0.006165293
20/03/1998,0.57,-0.64,0.3,-0.02,0.25,0.018,-0.23,-0.39,0.004621353,0.005776691,0.004551083,0.005786059
23/03/1998,-0.33,0.23,-0.09,-0.36,-0.27,0.018,-0.23,0.89,-0.001475305,-0.001844132,-0.001486063,-0.001887
24/03/1998,0.85,-0.27,-0.25,0.35,-0.18,0.018,0.63,0.38,0.000295663,0.000394217,0.000311293,0.000421329
25/03/1998,-0.25,0.36,-0.22,-0.1,-0.32,0.018,0.35,0.52,0.003217647,0.004022059,0.003013555,0.003806355
26/03/1998,-0.06,0.25,-0.3,0,-0.31,0.018,-0.34,0.12,-0.001029816,-0.001373088,-0.000976327,-0.001317135
27/03/1998,-0.4,0.42,-0.06,-0.07,-0.28,0.018,-0.06,-0.02,4.06E-05,5.42E-05,-0.000126354,-0.000170519
30/03/1998,-0.22,0.15,-0.15,0.12,0.1,0.018,0.06,-0.13,0.00266194,0.003549254,0.002270994,0.003064916
31/03/1998,0.77,0.07,-0.24,0.18,-0.38,0.018,0.65,0.32,-0.003936172,-0.005248229,-0.003759911,-0.00507033
01/04/1998,0.6,0.19,-0.57,-0.22,-0.21,0.02,-0.07,0.01,0.001119901,0.001493201,0.001010134,0.001363985
02/04/1998,0.83,-0.69,0.16,-0.34,0.21,0.02,0.21,-0.25,0.000153116,0.000191395,1.82E-05,2.28E-05
03/04/1998,0.19,-0.18,-0.02,-0.15,-0.34,0.02,0.68,-0.35,-0.002732556,-0.003214772,-0.002836897,-0.00334422
06/04/1998,-0.31,-0.41,0.82,0.17,0.37,0.02,-0.06,-0.48,-0.00216683,-0.002549212,-0.002261808,-0.002667645
